stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
8838,58290,SB NANAIMO ST FS GRANDVIEW HWY,NANAIMO ST @ GRANDVIEW HWY,49.257321,-123.056751,ZN 99, ,0,
301,50298,NB DUNBAR ST FS W 41 AVE,DUNBAR ST @ W 41 AVE,49.235129,-123.185234,ZN 99, ,0,
302,50299,NB DUNBAR ST FS W 39 AVE,DUNBAR ST @ W 39 AVE,49.236747,-123.185216,ZN 99, ,0,
303,50300,NB DUNBAR ST FS W 38 AVE,DUNBAR ST @ W 38 AVE,49.238112,-123.185183,ZN 99, ,0,
304,50301,NB DUNBAR ST FS W 36 AVE,DUNBAR ST @ W 36 AVE,49.239851,-123.185157,ZN 99, ,0,
305,50302,NB DUNBAR ST FS W 34 AVE,DUNBAR ST @ W 34 AVE,49.241702,-123.185172,ZN 99, ,0,
306,50303,NB DUNBAR ST FS W 31 AVE,DUNBAR ST @ W 31 AVE,49.244597,-123.185135,ZN 99, ,0,
308,50305,NB DUNBAR ST FS W 28 AVE,DUNBAR ST @ W 28 AVE,49.247382,-123.185094,ZN 99, ,0,
309,50306,NB DUNBAR ST FS W 26 AVE,DUNBAR ST @ W 26 AVE,49.249282,-123.185078,ZN 99, ,0,
310,50307,NB DUNBAR ST FS W KING EDWARD AVE,DUNBAR ST @ W KING EDWARD AVE,49.250494,-123.185062,ZN 99, ,0,
311,50308,NB DUNBAR ST FS W 22 AVE,DUNBAR ST @ W 22 AVE,49.253177,-123.185040,ZN 99, ,0,
312,50309,NB DUNBAR ST FS W 20 AVE,DUNBAR ST @ W 20 AVE,49.255004,-123.185016,ZN 99, ,0,
313,50310,NB DUNBAR ST FS W 18 AVE,DUNBAR ST @ W 18 AVE,49.256755,-123.185003,ZN 99, ,0,
314,50311,NB DUNBAR ST NS W 16 AVE,DUNBAR ST @ W 16 AVE,49.257644,-123.184993,ZN 99, ,0,
315,50312,NB DUNBAR DIVERSION FS W 14 AVE,DUNBAR DIVERSION @ W 14 AVE,49.260126,-123.184213,ZN 99, ,0,
316,50313,NB ALMA ST FS W 12 AVE,ALMA ST @ W 12 AVE,49.261926,-123.185815,ZN 99, ,0,
317,50314,NB ALMA ST FS W 10 AVE,ALMA ST @ W 10 AVE,49.263872,-123.185744,ZN 99, ,0,
676,50669,SB NANAIMO ST FS DUNDAS ST,NANAIMO ST @ DUNDAS ST,49.284388,-123.056680,ZN 99, ,0,
677,50670,SB NANAIMO ST FS FRANKLIN ST,NANAIMO ST @ FRANKLIN ST,49.281830,-123.056723,ZN 99, ,0,
679,50672,SB NANAIMO ST NS TURNER ST,NANAIMO ST @ TURNER ST,49.279266,-123.056696,ZN 99, ,0,
680,50673,SB NANAIMO ST FS ADANAC ST,NANAIMO ST @ ADANAC ST,49.277149,-123.056711,ZN 99, ,0,
681,50674,SB NANAIMO ST FS PARKER ST,NANAIMO ST @ PARKER ST,49.275303,-123.056723,ZN 99, ,0,
682,50675,SB NANAIMO ST FS WILLIAM ST,NANAIMO ST @ WILLIAM ST,49.273620,-123.056724,ZN 99, ,0,
683,50676,SB NANAIMO ST FS KITCHENER ST,NANAIMO ST @ KITCHENER ST,49.271809,-123.056718,ZN 99, ,0,
684,50677,SB NANAIMO ST FS GRAVELEY ST,NANAIMO ST @ GRAVELEY ST,49.270068,-123.056729,ZN 99, ,0,
685,50678,SB NANAIMO ST FS E 1 AVE,NANAIMO ST @ E 1 AVE,49.269138,-123.056730,ZN 99, ,0,
686,50679,SB NANAIMO ST FS E 3 AVE,NANAIMO ST @ E 3 AVE,49.267411,-123.056736,ZN 99, ,0,
687,50680,SB NANAIMO ST FS E 5 AVE,NANAIMO ST @ E 5 AVE,49.265535,-123.056743,ZN 99, ,0,
688,50681,SB NANAIMO ST FS E 7 AVE,NANAIMO ST @ E 7 AVE,49.263810,-123.056749,ZN 99, ,0,
690,50683,SB NANAIMO ST FS E BROADWAY,NANAIMO ST @ E BROADWAY,49.261831,-123.056764,ZN 99, ,0,
691,50684,SB NANAIMO ST FS E 12 AVE,NANAIMO ST @ E 12 AVE,49.259148,-123.056742,ZN 99, ,0,
692,50685,SB NANAIMO ST FS E 17 AVE,NANAIMO ST @ E 17 AVE,49.254756,-123.056762,ZN 99, ,0,
722,50715,NB NANAIMO ST FS E 22 AVE,NANAIMO ST @ E 22 AVE,49.251051,-123.056489,ZN 99, ,0,
723,50716,NB NANAIMO ST FS E 20 AVE,NANAIMO ST @ E 20 AVE,49.252691,-123.056482,ZN 99, ,0,
724,50717,NB NANAIMO ST FS E 17 AVE,NANAIMO ST @ E 17 AVE,49.255356,-123.056484,ZN 99, ,0,
726,50719,NB NANAIMO ST FS N GRANDVIEW HWY,NANAIMO ST @ N GRANDVIEW HWY,49.258726,-123.056463,ZN 99, ,0,
727,50720,NB NANAIMO ST FS E 11 AVE,NANAIMO ST @ E 11 AVE,49.260339,-123.056471,ZN 99, ,0,
728,50721,NB NANAIMO ST FS E BROADWAY,NANAIMO ST @ E BROADWAY,49.262477,-123.056433,ZN 99, ,0,
729,50722,NB NANAIMO ST FS E 6 AVE,NANAIMO ST @ E 6 AVE,49.265123,-123.056462,ZN 99, ,0,
730,50723,NB NANAIMO ST FS E 4 AVE,NANAIMO ST @ E 4 AVE,49.266968,-123.056457,ZN 99, ,0,
731,50724,NB NANAIMO ST FS E 1 AVE,NANAIMO ST @ E 1 AVE,49.269899,-123.056460,ZN 99, ,0,
732,50725,NB NANAIMO ST FS GRANT ST,NANAIMO ST @ GRANT ST,49.271645,-123.056441,ZN 99, ,0,
733,50726,NB NANAIMO ST FS CHARLES ST,NANAIMO ST @ CHARLES ST,49.273616,-123.056442,ZN 99, ,0,
734,50727,NB NANAIMO ST FS NAPIER ST,NANAIMO ST @ NAPIER ST,49.275206,-123.056443,ZN 99, ,0,
735,50728,NB NANAIMO ST FS ADANAC ST,NANAIMO ST @ ADANAC ST,49.277801,-123.056428,ZN 99, ,0,
736,50729,NB NANAIMO ST FS E PENDER ST,NANAIMO ST @ E PENDER ST,49.280521,-123.056382,ZN 99, ,0,
742,50735,NB NANAIMO ST FS E HASTINGS ST,NANAIMO ST @ E HASTINGS ST,49.281413,-123.056378,ZN 99, ,0,
743,50736,NB NANAIMO ST FS PANDORA ST,NANAIMO ST @ PANDORA ST,49.283304,-123.056396,ZN 99, ,0,
363,50359,SB ALMA ST FS W 12 AVE,ALMA ST @ W 12 AVE,49.261267,-123.186069,ZN 99, ,0,
364,50360,SB DUNBAR DIVERSION NS W 14 AVE,DUNBAR DIVERSION @ W 14 AVE,49.259987,-123.184389,ZN 99, ,0,
365,50361,SB DUNBAR ST FS W 15 AVE,DUNBAR ST @ W 15 AVE,49.258657,-123.184116,ZN 99, ,0,
366,50362,SB DUNBAR ST FS W 17 AVE,DUNBAR ST @ W 17 AVE,49.257067,-123.185245,ZN 99, ,0,
367,50363,SB DUNBAR ST FS W 19 AVE,DUNBAR ST @ W 19 AVE,49.255265,-123.185267,ZN 99, ,0,
368,50364,SB DUNBAR ST FS W 21 AVE,DUNBAR ST @ W 21 AVE,49.253446,-123.185260,ZN 99, ,0,
369,50365,SB DUNBAR ST FS W 23 AVE,DUNBAR ST @ W 23 AVE,49.251683,-123.185301,ZN 99, ,0,
370,50366,SB DUNBAR ST FS W KING EDWARD AVE,DUNBAR ST @ W KING EDWARD AVE,49.249684,-123.185302,ZN 99, ,0,
371,50367,SB DUNBAR ST FS W 27 AVE,DUNBAR ST @ W 27 AVE,49.247813,-123.185322,ZN 99, ,0,
372,50368,SB DUNBAR ST FS W 29 AVE,DUNBAR ST @ W 29 AVE,49.245928,-123.185332,ZN 99, ,0,
373,50369,SB DUNBAR ST FS W 31 AVE,DUNBAR ST @ W 31 AVE,49.243962,-123.185351,ZN 99, ,0,
374,50370,SB DUNBAR ST FS W 33 AVE,DUNBAR ST @ W 33 AVE,49.242056,-123.185368,ZN 99, ,0,
375,50371,SB DUNBAR ST FS W 35 AVE,DUNBAR ST @ W 35 AVE,49.240149,-123.185397,ZN 99, ,0,
376,50372,SB DUNBAR ST FS W 37 AVE,DUNBAR ST @ W 37 AVE,49.238349,-123.185425,ZN 99, ,0,
377,50373,SB DUNBAR ST FS W 39 AVE,DUNBAR ST @ W 39 AVE,49.236105,-123.185430,ZN 99, ,0,
744,50737,SB DUNBAR ST FS W 41 AVE,DUNBAR ST @ W 41 AVE,49.234424,-123.185469,ZN 99, ,0,
725,50718,NB NANAIMO ST NS S GRANDVIEW HWY,NANAIMO ST @ S GRANDVIEW HWY,49.257382,-123.056473,ZN 99, ,0,
11529,61518,WB E PENDER ST FS MAIN ST--,E PENDER ST @ MAIN ST,49.280462,-123.100263,ZN 99, ,0,
10439,58762,SB FRASER ST NS SE MARINE DR,FRASER ST @ SE MARINE DR,49.211303,-123.091221,ZN 99, ,0,
718,50711,WB E 41 AVE FS FRASER ST,E 41 AVE @ FRASER ST,49.233018,-123.091316,ZN 99, ,0,
908,50901,BOUNDARY LOOP,LOUGHEED HWY @ BOUNDARY LOOP,49.265467,-123.024843,ZN 99, ,0,
2119,52100,EB W BROADWAY NS YUKON ST,W BROADWAY @ YUKON ST,49.263084,-123.113352,ZN 99, ,0,
12157,59412,NB OAK ST FS W 10 AVE,OAK ST @ W 10 AVE,49.262657,-123.126515,ZN 99, ,0,
318,50315,EB W BROADWAY FS ALMA ST-,W BROADWAY @ ALMA ST,49.264278,-123.185239,ZN 99, ,0,
320,60725,EB W BROADWAY FS COLLINGWOOD ST,W BROADWAY @ COLLINGWOOD ST,49.264225,-123.181429,ZN 99, ,0,
323,50320,EB W BROADWAY FS TRAFALGAR ST,W BROADWAY @ TRAFALGAR ST,49.263906,-123.164293,ZN 99, ,0,
325,50322,EB W BROADWAY FS VINE ST,W BROADWAY @ VINE ST,49.263809,-123.157195,ZN 99, ,0,
326,50323,EB W BROADWAY NS ARBUTUS ST,W BROADWAY @ ARBUTUS ST,49.263733,-123.153286,ZN 99, ,0,
9080,58240,EB W BROADWAY FS FIR ST--,W BROADWAY @ FIR ST,49.263506,-123.140148,ZN 99, ,0,
10651,60726,EB W BROADWAY FS BLENHEIM ST,W BROADWAY @ BLENHEIM ST,49.264155,-123.177420,ZN 99, ,0,
10652,60727,EB W BROADWAY ST FS BALACLAVA ST,W BROADWAY ST @ BALACLAVA ST,49.264095,-123.173572,ZN 99, ,0,
10655,60728,EB W BROADWAY FS BAYSWATER ST,W BROADWAY @ BAYSWATER ST,49.264061,-123.170799,ZN 99, ,0,
10980,50321,EB W BROADWAY FS LARCH ST,W BROADWAY @ LARCH ST,49.263904,-123.161960,ZN 99, ,0,
935,50927,WB W 10 AVE NS FIR ST,W 10 AVE @ FIR ST,49.262724,-123.140340,ZN 99, ,0,
2111,58621,SB N GRANDVIEW HWY FS E 8 AVE,N GRANDVIEW HWY @ E 8 AVE,49.262833,-123.067725,ZN 99, ,0,
566,50561,WB W BROADWAY FS YEW ST,W BROADWAY @ YEW ST,49.263962,-123.155724,ZN 99, ,0,
567,50562,WB W BROADWAY FS BALSAM ST,W BROADWAY @ BALSAM ST,49.264051,-123.160487,ZN 99, ,0,
568,50563,WB W BROADWAY FS TRAFALGAR ST,W BROADWAY @ TRAFALGAR ST,49.264113,-123.165212,ZN 99, ,0,
569,50564,WB W BROADWAY FS MACDONALD ST,W BROADWAY @ MACDONALD ST,49.264174,-123.168896,ZN 99, ,0,
570,50565,WB W BROADWAY FS BAYSWATER ST,W BROADWAY @ BAYSWATER ST,49.264221,-123.171711,ZN 99, ,0,
571,50566,WB W BROADWAY FS BALACLAVA ST,W BROADWAY @ BALACLAVA ST,49.264241,-123.174408,ZN 99, ,0,
572,50567,WB W BROADWAY FS BLENHEIM ST,W BROADWAY @ BLENHEIM ST,49.264311,-123.178243,ZN 99, ,0,
573,50568,WB W BROADWAY FS COLLINGWOOD ST,W BROADWAY @ COLLINGWOOD ST,49.264377,-123.182257,ZN 99, ,0,
11087,58269,WB W BROADWAY NS ASH ST,W BROADWAY @ ASH ST,49.263346,-123.116426,ZN 99, ,0,
565,50560,WB W BROADWAY FS ARBUTUS ST-,W BROADWAY @ ARBUTUS ST,49.263943,-123.153596,ZN 99, ,0,
9136,58135,SB GRANVILLE ST FS W BROADWAY,GRANVILLE ST @ W BROADWAY,49.263073,-123.138707,ZN 99, ,0,
202,56125,NB GRANVILLE ST FS W 41 AVE,GRANVILLE ST @ W 41 AVE,49.234888,-123.139463,ZN 99, ,0,
204,50203,NB GRANVILLE ST FS W 38 AVE,GRANVILLE ST @ W 38 AVE,49.237418,-123.139374,ZN 99, ,0,
205,50204,NB GRANVILLE ST FS W 36 AVE,GRANVILLE ST @ W 36 AVE,49.239279,-123.139310,ZN 99, ,0,
206,50205,NB GRANVILLE ST FS W 34 AVE,GRANVILLE ST @ W 34 AVE,49.241186,-123.139240,ZN 99, ,0,
207,50206,NB GRANVILLE ST FS MINTO CRES,GRANVILLE ST @ MINTO CRES,49.243144,-123.139178,ZN 99, ,0,
208,50207,NB GRANVILLE ST FS N CONNAUGHT DR,GRANVILLE ST @ N CONNAUGHT DR,49.245722,-123.139081,ZN 99, ,0,
209,50208,NB GRANVILLE ST FS NANTON AVE,GRANVILLE ST @ NANTON AVE,49.247690,-123.139023,ZN 99, ,0,
210,50209,NB GRANVILLE ST FS W KING EDWARD AVE,GRANVILLE ST @ W KING EDWARD AVE,49.250127,-123.138924,ZN 99, ,0,
211,50210,NB GRANVILLE ST FS BALFOUR AVE,GRANVILLE ST @ BALFOUR AVE,49.252263,-123.138834,ZN 99, ,0,
212,50211,NB GRANVILLE ST FS MATTHEWS AVE,GRANVILLE ST @ MATTHEWS AVE,49.253467,-123.138804,ZN 99, ,0,
213,50212,NB GRANVILLE ST FS W 16 AVE,GRANVILLE ST @ W 16 AVE,49.257367,-123.138663,ZN 99, ,0,
214,50213,NB GRANVILLE ST FS W 14 AVE,GRANVILLE ST @ W 14 AVE,49.259210,-123.138595,ZN 99, ,0,
215,50214,NB GRANVILLE ST FS W 12 AVE,GRANVILLE ST @ W 12 AVE,49.261086,-123.138524,ZN 99, ,0,
763,50756,WB SW MARINE DR NS GRANVILLE ST,SW MARINE DR @ GRANVILLE ST,49.205047,-123.139869,ZN 99, ,0,
765,50758,NB GRANVILLE ST FS W 70 AVE,GRANVILLE ST @ W 70 AVE,49.208885,-123.140350,ZN 99, ,0,
766,50759,NB GRANVILLE ST FS W 67 AVE,GRANVILLE ST @ W 67 AVE,49.211168,-123.140317,ZN 99, ,0,
768,50761,NB GRANVILLE ST FS W 62 AVE,GRANVILLE ST @ W 62 AVE,49.215299,-123.140165,ZN 99, ,0,
769,50762,NB GRANVILLE ST NS PARK DR,GRANVILLE ST @ PARK DR,49.216886,-123.140114,ZN 99, ,0,
770,50763,NB GRANVILLE ST FS W 57 AVE,GRANVILLE ST @ W 57 AVE,49.219694,-123.140000,ZN 99, ,0,
771,50764,NB GRANVILLE ST FS W 55 AVE,GRANVILLE ST @ W 55 AVE,49.221123,-123.139943,ZN 99, ,0,
772,50765,NB GRANVILLE ST FS W 53 AVE,GRANVILLE ST @ W 53 AVE,49.222954,-123.139902,ZN 99, ,0,
774,50767,NB GRANVILLE ST FS W 49 AVE,GRANVILLE ST @ W 49 AVE,49.227422,-123.139703,ZN 99, ,0,
776,50769,NB GRANVILLE ST FS W 46 AVE,GRANVILLE ST @ W 46 AVE,49.229985,-123.139609,ZN 99, ,0,
777,50770,NB GRANVILLE ST FS W 43 AVE,GRANVILLE ST @ W 43 AVE,49.232803,-123.139507,ZN 99, ,0,
8394,50757,NB GRANVILLE ST FS W 71 AVE,GRANVILLE ST @ W 71 AVE,49.207431,-123.140400,ZN 99, ,0,
762,50755,WB SW MARINE DR FS MONTCALM ST,SW MARINE DR @ MONTCALM ST,49.204167,-123.137246,ZN 99, ,0,
767,50760,NB GRANVILLE ST FS W 64 AVE--,GRANVILLE ST @ W 64 AVE,49.213646,-123.140212,ZN 99, ,0,
4876,54824,MARPOLE LOOP BAY 4,MARPOLE LOOP @ BAY 4,49.203660,-123.135845,ZN 99, ,0,
11403,54826,NB GRANVILLE ST FS W 10 AVE,GRANVILLE ST @ W 10TH AVE,49.262957,-123.138459,ZN 99, ,0,
2239,52217,WB SW MARINE DR NS ASH ST,SW MARINE DR @ ASH ST,49.209141,-123.119749,ZN 99, ,0,
2241,52219,WB SW MARINE DR FS LAUREL ST,SW MARINE DR @ LAUREL ST,49.206184,-123.126813,ZN 99, ,0,
826,50819,WB SW MARINE DR FS OAK ST,SW MARINE DR @ OAK ST,49.204530,-123.131063,ZN 99, ,0,
12116,51948,WB SW MARINE DR NS HEATHER ST,SW MARINE DR @ HEATHER ST,49.207419,-123.123957,ZN 99, ,0,
189,50189,SB RICHARDS ST FS W HASTINGS ST,RICHARDS ST @ W HASTINGS ST,49.283796,-123.112420,ZN 99, ,0,
9551,58133,NB GRANVILLE ST FS W 64 AVE-,GRANVILLE ST @ W 64 AVE,49.213461,-123.140233,ZN 99, ,0,
10895,58953,WB E 10 AVE FS KINGSWAY,E 10 AVE @ KINGSWAY,49.262030,-123.099601,ZN 99, ,0,
334,50330,SB OAK ST FS W BROADWAY,OAK ST @ W BROADWAY,49.263054,-123.126731,ZN 99, ,0,
860,50853,SB GRANVILLE ST FS W 41 AVE,GRANVILLE ST @ W 41 AVE,49.233799,-123.139775,ZN 99, ,0,
1129,51120,MARPOLE LOOP BAY 2,MARPOLE LOOP @ BAY 2,49.203250,-123.132871,ZN 99, ,0,
547,50542,SB GRANVILLE ST FS W 11 AVE,GRANVILLE ST @ W 11 AVE,49.261424,-123.138768,ZN 99, ,0,
548,50543,SB GRANVILLE ST FS W 13 AVE,GRANVILLE ST @ W 13 AVE,49.259524,-123.138834,ZN 99, ,0,
550,50545,SB GRANVILLE ST FS ANGUS DR,GRANVILLE ST @ ANGUS DR,49.254178,-123.139030,ZN 99, ,0,
551,50546,SB GRANVILLE ST FS MATTHEWS AVE,GRANVILLE ST @ MATTHEWS AVE,49.252781,-123.139073,ZN 99, ,0,
552,50547,SB GRANVILLE ST FS LAURIER AVE,GRANVILLE ST @ LAURIER AVE,49.250500,-123.139186,ZN 99, ,0,
554,58588,SB GRANVILLE ST FS NANTON AVE,GRANVILLE ST @ NANTON AVE,49.247117,-123.139304,ZN 99, ,0,
555,50550,SB GRANVILLE ST FS N CONNAUGHT DR,GRANVILLE ST @ N CONNAUGHT DR,49.244799,-123.139372,ZN 99, ,0,
556,50551,SB GRANVILLE ST FS W 32 AVE,GRANVILLE ST @ W 32 AVE,49.243257,-123.139423,ZN 99, ,0,
557,50552,SB GRANVILLE ST FS W 33 AVE,GRANVILLE ST @ W 33 AVE,49.241525,-123.139454,ZN 99, ,0,
558,50553,SB GRANVILLE ST FS W 35 AVE,GRANVILLE ST @ W 35 AVE,49.239615,-123.139528,ZN 99, ,0,
559,50554,SB GRANVILLE ST FS W 37 AVE,GRANVILLE ST @ W 37 AVE,49.237706,-123.139593,ZN 99, ,0,
560,50555,SB GRANVILLE ST FS S CONNAUGHT DR,GRANVILLE ST @ S CONNAUGHT DR,49.235947,-123.139659,ZN 99, ,0,
861,50854,SB GRANVILLE ST FS W 43 AVE,GRANVILLE ST @ W 43 AVE,49.232098,-123.139799,ZN 99, ,0,
1017,51008,SB GRANVILLE ST FS W 45 AVE,GRANVILLE ST @ W 45 AVE,49.230342,-123.139857,ZN 99, ,0,
862,50855,SB GRANVILLE ST FS W 47 AVE,GRANVILLE ST @ W 47 AVE,49.228469,-123.139921,ZN 99, ,0,
863,50856,SB GRANVILLE ST FS W 49 AVE,GRANVILLE ST @ W 49 AVE,49.226415,-123.139991,ZN 99, ,0,
864,50857,SB GRANVILLE ST FS W 52 AVE,GRANVILLE ST @ W 52 AVE,49.223822,-123.140097,ZN 99, ,0,
865,50858,SB GRANVILLE ST FS W 54 AVE,GRANVILLE ST @ W 54 AVE,49.221382,-123.140195,ZN 99, ,0,
867,50860,SB GRANVILLE ST FS W 59 AVE,GRANVILLE ST @ W 59 AVE,49.217067,-123.140361,ZN 99, ,0,
868,50861,SB GRANVILLE ST FS W 61 AVE,GRANVILLE ST @ W 61 AVE,49.215526,-123.140408,ZN 99, ,0,
869,50862,SB GRANVILLE ST FS W 63 AVE,GRANVILLE ST @ W 63 AVE,49.213531,-123.140485,ZN 99, ,0,
870,50863,SB GRANVILLE ST FS W 65 AVE,GRANVILLE ST @ W 65 AVE,49.211828,-123.140547,ZN 99, ,0,
871,50864,SB GRANVILLE ST FS W 68 AVE,GRANVILLE ST @ W 68 AVE,49.210196,-123.140591,ZN 99, ,0,
873,50866,SB GRANVILLE ST NS SW MARINE DR,GRANVILLE ST @ SW MARINE DR,49.205733,-123.140764,ZN 99, ,0,
874,50867,EB SW MARINE DR FS MONTCALM ST,SW MARINE DR @ MONTCALM ST,49.203585,-123.136699,ZN 99, ,0,
9124,58136,SB GRANVILLE ST FS W KING EDWARD AVE,GRANVILLE ST @ W KING EDWARD AVE,49.248838,-123.139224,ZN 99, ,0,
549,50544,SB GRANVILLE ST FS W 15 AVE,GRANVILLE ST @ W 15 AVE,49.257667,-123.138899,ZN 99, ,0,
561,50556,SB GRANVILLE ST FS W 40 AVE,GRANVILLE ST @ W 40 AVE,49.235048,-123.139751,ZN 99, ,0,
9135,50865,SB GRANVILLE ST FS W 70 AVE,GRANVILLE ST @ W 70 AVE,49.208110,-123.140711,ZN 99, ,0,
746,50739,EB SW MARINE DR NS OAK ST,SW MARINE DR @ OAK ST,49.204348,-123.130671,ZN 99, ,0,
2145,52125,EB SW MARINE DR FS LAUREL ST,SW MARINE DR @ LAUREL ST,49.206439,-123.125689,ZN 99, ,0,
2146,52126,EB SW MARINE DR FS HEATHER ST,SW MARINE DR @ HEATHER ST,49.207179,-123.123861,ZN 99, ,0,
11098,52127,EB SW MARINE DR FS W 70 AVE,SW MARINE DR @ W 70 AVE,49.208502,-123.120741,ZN 99, ,0,
2148,52128,EB SW MARINE DR FS ASH ST,SW MARINE DR @ ASH ST,49.209394,-123.118587,ZN 99, ,0,
866,50859,SB GRANVILLE ST NS W 57 AVE,GRANVILLE ST @ W 57 AVE,49.219566,-123.140281,ZN 99, ,0,
963,50955,KOOTENAY LOOP BAY 5,KOOTENAY LOOP @ BAY 5,49.281382,-123.026348,ZN 99, ,0,
11793,61701,UBC EXCHANGE BAY 11,UBC EXCHANGE @ BAY 11,49.265810,-123.248129,ZN 99, ,0,
277,50274,EB W 10 AVE FS BLANCA ST,W 10 AVE @ BLANCA ST,49.263836,-123.214641,ZN 99, ,0,
278,50275,EB W 10 AVE FS TOLMIE ST,W 10 AVE @ TOLMIE ST,49.263810,-123.211737,ZN 99, ,0,
280,50277,EB W 10 AVE FS TRIMBLE ST,W 10 AVE @ TRIMBLE ST,49.263689,-123.205581,ZN 99, ,0,
281,50278,EB W 10 AVE FS DISCOVERY ST,W 10 AVE @ DISCOVERY ST,49.263657,-123.202595,ZN 99, ,0,
282,50279,EB W 10 AVE FS COURTENAY ST,W 10 AVE @ COURTENAY ST,49.263605,-123.199436,ZN 99, ,0,
283,50280,EB W 10 AVE FS CAMOSUN ST,W 10 AVE @ CAMOSUN ST,49.263564,-123.196532,ZN 99, ,0,
284,50281,EB W 10 AVE FS CROWN ST,W 10 AVE @ CROWN ST,49.263526,-123.193422,ZN 99, ,0,
285,50282,EB W 10 AVE AT WALLACE ST,W 10 AVE @ WALLACE ST,49.263472,-123.190678,ZN 99, ,0,
286,50283,EB W 10 AVE FS HIGHBURY ST,W 10 AVE @ HIGHBURY ST,49.263434,-123.187456,ZN 99, ,0,
411,50407,NB HOMER ST FS W PENDER ST,HOMER ST @ W PENDER ST,49.282981,-123.111441,ZN 99, ,0,
576,50571,WB W 10 AVE FS WALLACE ST,W 10 AVE @ WALLACE ST,49.263644,-123.191417,ZN 99, ,0,
577,50572,WB W 10 AVE FS CROWN ST,W 10 AVE @ CROWN ST,49.263683,-123.194468,ZN 99, ,0,
578,50573,WB W 10 AVE FS CAMOSUN ST,W 10 AVE @ CAMOSUN ST,49.263725,-123.197332,ZN 99, ,0,
579,50574,WB W 10 AVE FS COURTENAY ST,W 10 AVE @ COURTENAY ST,49.263781,-123.200725,ZN 99, ,0,
580,50575,WB W 10 AVE FS DISCOVERY ST,W 10 AVE @ DISCOVERY ST,49.263828,-123.203438,ZN 99, ,0,
581,50576,WB W 10 AVE FS TRIMBLE ST,W 10 AVE @ TRIMBLE ST,49.263863,-123.206461,ZN 99, ,0,
583,50577,WB W 10 AVE FS TOLMIE ST,W 10 AVE @ TOLMIE ST,49.263966,-123.212506,ZN 99, ,0,
10431,59930,SB HUDSON ST FS SW MARINE DR,HUDSON ST @ SW MARINE DR,49.202765,-123.134919,ZN 99, ,0,
11349,50999,NB CAMBIE ST FS W 49 AVE,CAMBIE ST @ W 49 AVE,49.226473,-123.116241,ZN 99, ,0,
11348,51003,NB CAMBIE ST FS W 42 AVE,CAMBIE ST @ W 42 AVE,49.232875,-123.115999,ZN 99, ,0,
11352,61027,NB CAMBIE ST FS W 10 AVE,CAMBIE ST @ W 10 AVE,49.262759,-123.114655,ZN 99, ,0,
486,50482,NB CAMBIE ST NS W 8 AVE,CAMBIE ST @ W 8 AVE,49.263806,-123.114640,ZN 99, ,0,
11260,61040,WB W 2 AVE FS CAMBIE ST,W 2 AVE @ CAMBIE ST,49.266245,-123.115944,ZN 99, ,0,
11103,50467,NB CAMBIE ST FS W 41 AVE,CAMBIE ST @ W 41 AVE,49.233905,-123.115953,ZN 99, ,0,
483,50479,NB CAMBIE ST FS W 16 AVE,CAMBIE ST @ W 16 AVE,49.257158,-123.114908,ZN 99, ,0,
485,50481,NB CAMBIE ST FS W 12 AVE,CAMBIE ST @ W 12 AVE,49.260758,-123.114831,ZN 99, ,0,
1006,50997,NB CAMBIE ST FS W 54 AVE,CAMBIE ST @ W 54 AVE,49.222040,-123.116425,ZN 99, ,0,
10799,50475,NB CAMBIE ST FS W KING EDWARD AVE,CAMBIE ST @ W KING EDWARD AVE,49.249415,-123.115245,ZN 99, ,0,
10803,50469,NB CAMBIE ST FS W 37 AVE,CAMBIE ST @ W 37 AVE,49.237495,-123.115800,ZN 99, ,0,
10805,50471,NB CAMBIE ST FS W 33 AVE,CAMBIE ST @ W 33 AVE,49.241409,-123.118180,ZN 99, ,0,
10806,50476,NB CAMBIE ST FS W 22 AVE,CAMBIE ST @ W 22 AVE,49.251472,-123.115164,ZN 99, ,0,
10809,50477,NB CAMBIE ST FS W 20 AVE,CAMBIE ST @ W 20 AVE,49.253243,-123.115102,ZN 99, ,0,
10810,50478,NB CAMBIE ST FS W 18 AVE,CAMBIE ST @ W 18 AVE,49.255125,-123.115019,ZN 99, ,0,
10853,60996,NB CAMBIE ST FS W 45 AVE,CAMBIE ST @ W 45 AVE,49.230066,-123.116096,ZN 99, ,0,
10857,50992,NB CAMBIE ST FS W 64 AVE,CAMBIE ST @ W 64 AVE,49.212634,-123.116832,ZN 99, ,0,
10861,50994,NB CAMBIE ST FS W 61 AVE,CAMBIE ST @ W 61 AVE,49.215412,-123.116683,ZN 99, ,0,
10863,50996,NB CAMBIE ST FS W 57 AVE,CAMBIE ST @ W 57 AVE,49.219328,-123.116528,ZN 99, ,0,
1004,50995,NB CAMBIE ST FS W 59 AVE,CAMBIE ST @ W 59 AVE,49.217289,-123.116608,ZN 99, ,0,
11097,50480,NB CAMBIE ST FS W 14 AVE,CAMBIE ST @ W 14 AVE,49.258988,-123.114893,ZN 99, ,0,
11216,61252,NB CAMBIE ST FS W 29 AVE,CAMBIE ST @ W 29 AVE,49.245537,-123.115250,ZN 99, ,0,
