stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
1888,51874,WB HASTINGS ST FS HOLDOM AVE-,HASTINGS ST @ HOLDOM AVE,49.280436,-122.981419,ZN 99, ,0,
11108,61013,NB SHAUGHNESSY ST FS MCALLISTER AVE,SHAUGHNESSY ST @ MCALLISTER AVE,49.262588,-122.781242,ZN 99, ,0,
11259,59845,SB IOCO RD FS SUTER BROOK WAY,IOCO RD @ SUTER BROOK WAY,49.278864,-122.827419,ZN 99, ,0,
1477,51465,WB HASTINGS ST FS WILLINGDON AVE,HASTINGS ST @ WILLINGDON AVE,49.281124,-123.003973,ZN 99, ,0,
1885,51871,WB HASTINGS ST FS SPERLING AVE,HASTINGS ST @ SPERLING AVE,49.280453,-122.965437,ZN 99, ,0,
11940,61892,MOODY CENTRE STN BAY 5,MOODY CENTRE STN @ BAY 5,49.277834,-122.846551,ZN 99, ,0,
12182,59935,LINCOLN STN BAY 2,LINCOLN STN @ BAY 2,49.280127,-122.793538,ZN 99, ,0,
8139,58042,KOOTENAY LOOP BAY 2,KOOTENAY LOOP @ BAY 2,49.281562,-123.026025,ZN 99, ,0,
3261,53227,WB UNGLESS WAY FS GUILDFORD WAY,UNGLESS WAY @ GUILDFORD WAY,49.283994,-122.824236,ZN 99, ,0,
11827,58779,SB IOCO RD FS UNGLESS WAY,IOCO RD @ UNGLESS WAY,49.282924,-122.828277,ZN 99, ,0,
11766,51869,WB HASTINGS FS CLIFF AVE,HASTINGS ST @ CLIFF AVE,49.280433,-122.959530,ZN 99, ,0,
1886,51872,WB HASTINGS ST FS KENSINGTON AVE,HASTINGS ST @ KENSINGTON AVE,49.280464,-122.970601,ZN 99, ,0,
1887,51873,WB HASTINGS ST FS FELL AVE,HASTINGS ST @ FELL AVE,49.280427,-122.976062,ZN 99, ,0,
10205,51875,WB HASTINGS ST FS HOWARD AVE,HASTINGS ST @ HOWARD AVE,49.280429,-122.984501,ZN 99, ,0,
10204,51876,WB HASTINGS ST FS SPRINGER AVE,HASTINGS ST @ SPRINGER AVE,49.280447,-122.988400,ZN 99, ,0,
1891,51877,WB HASTINGS ST FS HYTHE AVE,HASTINGS ST @ HYTHE AVE,49.280240,-122.991013,ZN 99, ,0,
1892,51878,WB HASTINGS ST FS GAMMA AVE,HASTINGS ST @ GAMMA AVE,49.281077,-122.995896,ZN 99, ,0,
1478,51466,WB HASTINGS ST FS MADISON AVE,HASTINGS ST @ MADISON AVE,49.281127,-123.009657,ZN 99, ,0,
1480,51468,WB HASTINGS ST FS INGLETON AVE,HASTINGS ST @ INGLETON AVE,49.281178,-123.019110,ZN 99, ,0,
2742,52717,KOOTENAY LOOP BAY 7,KOOTENAY LOOP @ BAY 7,49.281204,-123.025393,ZN 99, ,0,
12241,53267,INLET CENTRE STN BAY 1,INLET CENTRE STN @ BAY 1,49.277972,-122.827464,ZN 99, ,0,
1893,51879,WB HASTINGS ST FS ALPHA AVE,HASTINGS ST @ ALPHA AVE,49.281099,-123.000747,ZN 99, ,0,
9224,58664,NB PINETREE WAY FS GLEN DR,PINETREE WAY @ GLEN DR,49.283005,-122.792996,ZN 99, ,0,
3303,53268,WB SAINT JOHNS ST FS MARY ST,SAINT JOHNS ST @ MARY ST,49.276808,-122.855015,ZN 99, ,0,
1391,58428,EB HASTINGS ST FS GILMORE AVE,HASTINGS ST @ GILMORE AVE,49.280952,-123.013445,ZN 99, ,0,
1858,51844,EB HASTINGS ST NS ALPHA AVE,HASTINGS ST @ ALPHA,49.280899,-123.001830,ZN 99, ,0,
1863,51849,EB HASTINGS ST FS HOLDOM AVE,HASTINGS ST @ HOLDOM AVE,49.280238,-122.979963,ZN 99, ,0,
1866,51852,EB HASTINGS ST FS SPERLING AVE,HASTINGS ST @ SPERLING AVE,49.280264,-122.963874,ZN 99, ,0,
3757,53718,NB INLET DR FS RIDGE DR,INLET DR @ RIDGE DR,49.283746,-122.955519,ZN 99, ,0,
3758,53719,NB INLET DR FS BAYVIEW DR,INLET DR @ BAYVIEW DR,49.287081,-122.952613,ZN 99, ,0,
3759,53720,EB BARNET RD AT 7600 BLOCK,BARNET RD @ 7600 BLOCK,49.289962,-122.940212,ZN 99, ,0,
3761,53722,EB BARNET RD AT BARNET MARINE PARK,BARNET RD @ BARNET MARINE PARK,49.288791,-122.925354,ZN 99, ,0,
3762,53723,EB BARNET RD AT 9900 BLOCK,BARNET RD @ 9900 BLOCK,49.288534,-122.896201,ZN 99, ,0,
3763,53724,EB BARNET HWY NS REED POINT WAY,BARNET HWY @ REED POINT WAY,49.290672,-122.879956,ZN 99, ,0,
3764,53725,SB BARNET HWY NS GORE ST,BARNET HWY @ GORE ST,49.284239,-122.867369,ZN 99, ,0,
3765,53726,SB BARNET HWY NS CLARKE ST,BARNET HWY @ CLARKE ST,49.278468,-122.867050,ZN 99, ,0,
3177,53144,EB SAINT JOHNS ST FS DOUGLAS ST,SAINT JOHNS ST @ DOUGLAS ST,49.276593,-122.863686,ZN 99, ,0,
3178,53145,EB SAINT JOHNS ST FS ELGIN ST,SAINT JOHNS ST @ ELGIN ST,49.276629,-122.861233,ZN 99, ,0,
3179,53146,EB SAINT JOHNS ST FS QUEENS ST,SAINT JOHNS ST @ QUEENS ST,49.276656,-122.858050,ZN 99, ,0,
3257,53223,EB SAINT JOHNS ST FS MARY ST,SAINT JOHNS ST @ MARY ST,49.276622,-122.854097,ZN 99, ,0,
3180,53147,EB SAINT JOHNS ST NS MOODY ST,SAINT JOHNS ST @ MOODY ST,49.276572,-122.850519,ZN 99, ,0,
12020,61912,MOODY CENTRE STN BAY 4,MOODY CENTRE STN @ BAY 4,49.277804,-122.846180,ZN 99, ,0,
3181,53148,EB SAINT JOHNS ST FS WILLIAMS ST,SAINT JOHNS ST @ WILLIAMS ST,49.276543,-122.844333,ZN 99, ,0,
3182,53149,EB SAINT JOHNS ST FS BULLER ST,SAINT JOHNS ST @ BULLER ST,49.276532,-122.839688,ZN 99, ,0,
3184,53151,EB SAINT JOHNS ST NS CLEARVIEW DR,SAINT JOHNS ST @ CLEARVIEW DR,49.276382,-122.831044,ZN 99, ,0,
3331,53296,EB GUILDFORD WAY FS FALCON DR,GUILDFORD WAY @ FALCON DR,49.284283,-122.818159,ZN 99, ,0,
3332,53297,EB GUILDFORD WAY FS EAGLERIDGE DR,GUILDFORD WAY @ EAGLERIDGE DR,49.283443,-122.812309,ZN 99, ,0,
3333,53298,EB GUILDFORD WAY FS LANSDOWNE DR,GUILDFORD WAY @ LANSDOWNE DR,49.284404,-122.809020,ZN 99, ,0,
3198,53164,EB GUILDFORD WAY FS JOHNSON ST,GUILDFORD WAY @ JOHNSON ST,49.285093,-122.800930,ZN 99, ,0,
3199,53165,EB GUILDFORD WAY FS PACIFIC ST,GUILDFORD WAY @ PACIFIC ST,49.285106,-122.797418,ZN 99, ,0,
3768,53729,EB GUILDFORD WAY NS TOWN CENTRE BLVD,GUILDFORD WAY @ TOWN CENTRE BLVD,49.284896,-122.795057,ZN 99, ,0,
3906,53866,COQUITLAM CENTRAL STN BAY 5,COQUITLAM CENTRAL STN @ BAY 5,49.274998,-122.798874,ZN 99, ,0,
3054,53022,EB LOUGHEED HWY NS WESTWOOD ST,LOUGHEED HWY @ WESTWOOD ST,49.274107,-122.792389,ZN 99, ,0,
3055,53023,EB LOUGHEED HWY FS HASTINGS ST,LOUGHEED HWY @ HASTINGS ST,49.269621,-122.781554,ZN 99, ,0,
3057,53025,SB SHAUGHNESSY ST FS MCALLISTER AVE,SHAUGHNESSY ST @ MCALLISTER AVE,49.262566,-122.781495,ZN 99, ,0,
3058,53026,EB WILSON AVE FS SHAUGHNESSY ST,WILSON AVE @ SHAUGHNESSY ST,49.260806,-122.781600,ZN 99, ,0,
3059,53027,EB WILSON AVE FS MARY HILL RD,WILSON AVE @ MARY HILL RD,49.260805,-122.777747,ZN 99, ,0,
3779,53740,PORT COQUITLAM STN BAY 4,PORT COQUITLAM STN @ BAY 4,49.261233,-122.774173,ZN 99, ,0,
8696,58226,EB GUILDFORD WAY FS UNGLESS WAY,GUILDFORD WAY @ UNGLESS WAY,49.283750,-122.822697,ZN 99, ,0,
10388,59662,EB BARNET RD NS CARIBOO RD,BARNET RD @ CARIBOO RD,49.287702,-122.914774,ZN 99, ,0,
11198,53150,EB SAINT JOHNS ST FS MORAY ST,SAINT JOHNS ST @ MORAY ST,49.276599,-122.834269,ZN 99, ,0,
11308,59903,NB IOCO RD FS SUTER BROOK WAY,IOCO RD @ SUTER BROOK WAY,49.279699,-122.826959,ZN 99, ,0,
3056,53024,SB SHAUGHNESSY ST NS LIONS WAY,SHAUGHNESSY ST @ LIONS WAY,49.266511,-122.777567,ZN 99, ,0,
1388,51376,EB HASTINGS ST FS BOUNDARY RD,HASTINGS ST @ BOUNDARY RD,49.281017,-123.022733,ZN 99, ,0,
1389,51377,EB HASTINGS ST FS INGLETON AVE,HASTINGS ST @ INGLETON AVE,49.280990,-123.018168,ZN 99, ,0,
1390,51378,EB HASTINGS ST FS MACDONALD AVE,HASTINGS ST @ MACDONALD AVE,49.280965,-123.015770,ZN 99, ,0,
11614,51380,EB HASTINGS ST FS MADISON AVE,HASTINGS ST @ MADISON AVE,49.280947,-123.008143,ZN 99, ,0,
1393,51381,EB HASTINGS ST NS WILLINGDON AVE,HASTINGS ST @ WILLINGDON AVE,49.280926,-123.005170,ZN 99, ,0,
1859,51845,EB HASTINGS ST FS BETA AVE,HASTINGS ST @ BETA AVE,49.280895,-122.996968,ZN 99, ,0,
1860,51846,EB HASTINGS ST FS HYTHE AVE,HASTINGS ST @ HYTHE AVE,49.280184,-122.989775,ZN 99, ,0,
1861,51847,EB HASTINGS ST FS SPRINGER AVE,HASTINGS ST @ SPRINGER AVE,49.280252,-122.987293,ZN 99, ,0,
1862,51848,EB HASTINGS ST FS HOWARD AVE,HASTINGS ST @ HOWARD AVE,49.280242,-122.983237,ZN 99, ,0,
1864,51850,EB HASTINGS ST FS FELL AVE,HASTINGS ST @ FELL AVE,49.280241,-122.975131,ZN 99, ,0,
1865,51851,EB HASTINGS ST FS KENSINGTON AVE,HASTINGS ST @ KENSINGTON AVE,49.280234,-122.969232,ZN 99, ,0,
11402,53264,EB UNGLESS WAY FS IOCO RD,UNGLESS WAY @ IOCO RD,49.284250,-122.827325,ZN 99, ,0,
3317,53282,NB IOCO RD FS NEWPORT DR,IOCO RD @ NEWPORT DR,49.282831,-122.827884,ZN 99, ,0,
12242,61988,INLET CENTRE STN BAY 2,INLET CENTRE STN @ BAY 2,49.278107,-122.827110,ZN 99, ,0,
12280,59890,LINCOLN STN BAY 1,LINCOLN STN @ BAY 1,49.280035,-122.794039,ZN 99, ,0,
9714,58666,SB PINETREE WAY FS GUILDFORD WAY,PINETREE WAY @ GUILDFORD WAY,49.284133,-122.793034,ZN 99, ,0,
3202,53168,SB PINETREE WAY FS GLEN DR,PINETREE WAY @ GLEN DR,49.282279,-122.793400,ZN 99, ,0,
12342,51854,NB INLET DR FS HASTINGS ST,INLET DR @ HASTINGS ST,49.280692,-122.958130,ZN 99, ,0,
3908,53868,LAFARGE LAKE-DOUGLAS STN BAY 2,LAFARGE LAKE-DOUGLAS STN @ BAY 2,49.286551,-122.791698,ZN 99, ,0,
12263,53942,EB ROBSON DR FS WATERFORD PLACE,ROBSON DR @ WATERFORD PL,49.300043,-122.789855,ZN 99, ,0,
3195,53161,COQUITLAM CENTRAL STN BAY 6,COQUITLAM CENTRAL STN @ BAY 6,49.274659,-122.799011,ZN 99, ,0,
3984,53943,EB ROBSON DR FS PINETREE WAY,ROBSON DR @ PINETREE WAY,49.298347,-122.787069,ZN 99, ,0,
3985,53944,EB ROBSON DR FS PURCELL DR,ROBSON DR @ PURCELL DR,49.297167,-122.782859,ZN 99, ,0,
3986,53945,EB ROBSON DR AT BLACKWATER PL,ROBSON DR @ BLACKWATER PL,49.298466,-122.780868,ZN 99, ,0,
3987,53946,SB PIPELINE RD FS ROBSON DR,PIPELINE RD @ ROBSON DR,49.298489,-122.778496,ZN 99, ,0,
9598,59093,SB PIPELINE RD AT 1300 BLOCK,PIPELINE RD @ 1300 BLOCK,49.295794,-122.779806,ZN 99, ,0,
9134,58815,SB PIPELINE RD FS DAYANEE SPRINGS BLVD,PIPELINE RD @ DAYANEE SPRINGS BLVD,49.294010,-122.780732,ZN 99, ,0,
11959,59399,WB DAVID AVE FS PIPELINE RD,DAVID AVE @ PIPELINE RD,49.292923,-122.782894,ZN 99, ,0,
11557,61361,WB DAVID AVE NS GENEST WAY,DAVID AVE @ GENEST WAY,49.292978,-122.785631,ZN 99, ,0,
10592,60201,SB PINETREE WAY FS DAVID AVE,PINETREE WAY @ DAVID AVE,49.293857,-122.790441,ZN 99, ,0,
9981,59264,SB PINETREE WAY AT 1300 BLOCK,PINETREE WAY @ 1300 BLOCK,49.291971,-122.790158,ZN 99, ,0,
3929,53888,SB PINETREE WAY FS PINEWOOD AVE,PINETREE WAY @ PINEWOOD AVE,49.290649,-122.789974,ZN 99, ,0,
9418,58831,SB PINETREE WAY AT DOUGLAS COLLEGE,PINETREE WAY @ COLLEGE ACCESS RD,49.288487,-122.790596,ZN 99, ,0,
7643,57570,COQUITLAM CENTRAL STN BAY 2,COQUITLAM CENTRAL STN @ BAY 2,49.275504,-122.798559,ZN 99, ,0,
3780,58997,NB PINETREE WAY NS ANSON AVE,PINETREE WAY @ ANSON AVE,49.277745,-122.795710,ZN 99, ,0,
12208,59565,LAFARGE LAKE-DOUGLAS STN BAY 1,LAFARGE LAKE-DOUGLAS STN @ BAY 1,49.285972,-122.791586,ZN 99, ,0,
9231,58832,NB PINETREE WAY AT DOUGLAS COLLEGE,PINETREE WAY @ COLLEGE ACCESS RD,49.288910,-122.789966,ZN 99, ,0,
9232,58833,NB PINETREE WAY FS PINEWOOD AVE,PINETREE WAY @ PINEWOOD AVE,49.291226,-122.789613,ZN 99, ,0,
10139,59495,NB PINETREE WAY AT 1300 BLOCK,PINETREE WAY @ 1300 BLOCK,49.292615,-122.790129,ZN 99, ,0,
11407,60331,EB DAVID AVE FS PINETREE WAY,DAVID AVE @ PINETREE WAY,49.293830,-122.789323,ZN 99, ,0,
11556,61294,EB DAVID AVE FS GENEST WAY,DAVID AVE @ GENEST WAY,49.292773,-122.785177,ZN 99, ,0,
9233,58816,NB PIPELINE RD FS EL CASA COURT,PIPELINE RD @ EL CASA COURT,49.294696,-122.780128,ZN 99, ,0,
9259,58818,WB ROBSON DR FS KENNEY ST,ROBSON DR @ KENNEY ST,49.299225,-122.779039,ZN 99, ,0,
9260,58817,SB ROBSON DR FS BLACKWATER PL,ROBSON DR @ BLACKWATER PL,49.298222,-122.781322,ZN 99, ,0,
9261,58822,WB ROBSON DR FS PURCELL DR,ROBSON DR @ PURCELL DR,49.297263,-122.783864,ZN 99, ,0,
10134,59484,WB ROBSON DR FS MADRONA PL,ROBSON DR @ MADRONA PL,49.300345,-122.791805,ZN 99, ,0,
10138,59483,WB ROBSON DR FS PINETREE WAY,ROBSON DR @ PINETREE WAY,49.298998,-122.787626,ZN 99, ,0,
3904,53864,COQUITLAM CENTRAL STN BAY 10,COQUITLAM CENTRAL STN @ BAY 10,49.275476,-122.798722,ZN 99, ,0,
3968,58298,SB JOHNSON ST FS PARKWAY BLVD,JOHNSON ST @ PARKWAY BLVD,49.296540,-122.802092,ZN 99, ,0,
3969,53928,SB JOHNSON ST FS DELAHAYE DR,JOHNSON ST @ DELAHAYE DR,49.292794,-122.800732,ZN 99, ,0,
3970,53929,SB JOHNSON ST FS WALTON AVE,JOHNSON ST @ WALTON AVE,49.289646,-122.801575,ZN 99, ,0,
3971,53930,SB JOHNSON ST FS DURANT DR,JOHNSON ST @ DURANT DR,49.287237,-122.801666,ZN 99, ,0,
10132,53931,SB JOHNSON ST FS GUILDFORD WAY,JOHNSON ST @ GUILDFORD WAY,49.284778,-122.801761,ZN 99, ,0,
3973,53932,SB JOHNSON ST FS GLEN DR,JOHNSON ST @ GLEN DR,49.282373,-122.801827,ZN 99, ,0,
3974,53933,SB JOHNSON ST FS PACKARD AVE,JOHNSON ST @ PACKARD AVE,49.279616,-122.801818,ZN 99, ,0,
9282,58883,WB JOHNSON ST FS ROBSON DR,JOHNSON ST @ ROBSON DR,49.301040,-122.794107,ZN 99, ,0,
9283,58887,WB JOHNSON ST AT 1400 BLOCK,JOHNSON ST @ 1400 BLOCK,49.300913,-122.797005,ZN 99, ,0,
3334,53299,COQUITLAM CENTRAL STN BAY 1,COQUITLAM CENTRAL STN @ BAY 1,49.275730,-122.798378,ZN 99, ,0,
3196,53162,NB JOHNSON ST NS PACKARD AVE,JOHNSON ST @ PACKARD AVE,49.279702,-122.801564,ZN 99, ,0,
12028,53163,NB JOHNSON ST FS GLEN DR,JOHNSON ST @ GLEN DR,49.282981,-122.801486,ZN 99, ,0,
3975,53934,NB JOHNSON ST FS GUILDFORD WAY,JOHNSON ST @ GUILDFORD WAY,49.285675,-122.801460,ZN 99, ,0,
3976,53935,NB JOHNSON ST FS DURANT DR,JOHNSON ST @ DURANT DR,49.287812,-122.801386,ZN 99, ,0,
3977,53936,NB JOHNSON ST FS WALTON AVE,JOHNSON ST @ WALTON AVE,49.290331,-122.801188,ZN 99, ,0,
3978,53937,NB JOHNSON ST FS DELAHAYE DR,JOHNSON ST @ DELAHAYE DR,49.293425,-122.800464,ZN 99, ,0,
3979,53938,NB JOHNSON ST FS DAVID AVE,JOHNSON ST @ DAVID AVE,49.296339,-122.801809,ZN 99, ,0,
3981,53940,NB JOHNSON ST NS MEADOWVISTA PL,JOHNSON ST @ MEADOWVISTA PL,49.299046,-122.800661,ZN 99, ,0,
10145,59505,EB JOHNSON ST AT 1400 BLOCK,JOHNSON ST @ 1400 BLOCK,49.300809,-122.796797,ZN 99, ,0,
3982,53941,EB JOHNSON ST NS ROBSON DR,JOHNSON ST @ ROBSON DR,49.300888,-122.795149,ZN 99, ,0,
3980,53939,NB JOHNSON ST FS VALLEY VISTA DR,JOHNSON ST @ VALLEY VISTA DR,49.298023,-122.801139,ZN 99, ,0,
4667,54615,WB MARINE DR FS 19 ST,MARINE DR @ 19 ST,49.328901,-123.164655,ZN 99, ,0,
4668,54616,WB MARINE DR FS 20 ST,MARINE DR @ 20 ST,49.329541,-123.166708,ZN 99, ,0,
4669,54617,WB MARINE DR FS 21 ST,MARINE DR @ 21 ST,49.330055,-123.168395,ZN 99, ,0,
4670,54618,WB MARINE DR NS 22 ST,MARINE DR @ 22 ST,49.330800,-123.170850,ZN 99, ,0,
4672,54620,WB MARINE DR FS 23 ST,MARINE DR @ 23 ST,49.333278,-123.175257,ZN 99, ,0,
4673,54621,WB MARINE DR NS 24 ST,MARINE DR @ 24 ST,49.334190,-123.179040,ZN 99, ,0,
4644,54592,EB MARINE DR FS 25 ST,MARINE DR @ 25 ST,49.334732,-123.182038,ZN 99, ,0,
4832,54780,WB MARINE DR FS 14 ST,MARINE DR @ 14 ST,49.328058,-123.154732,ZN 99, ,0,
8643,51474,WB W GEORGIA ST FS CARDERO ST,W GEORGIA ST @ CARDERO ST,49.290935,-123.130883,ZN 99, ,0,
9128,58705,WB W GEORGIA ST FS BURRARD ST--,W GEORGIA ST @ BURRARD ST,49.284954,-123.121726,ZN 99, ,0,
9131,58704,WB W GEORGIA ST FS BUTE ST--,W GEORGIA ST @ BUTE ST,49.287499,-123.125666,ZN 99, ,0,
4659,54607,WB MARINE DR AT CAPILANO RIVER,MARINE DR @ CAPILANO RIVER,49.326544,-123.130004,ZN 99, ,0,
4495,58504,WB W GEORGIA ST FS SEYMOUR ST,W GEORGIA ST @ SEYMOUR ST,49.282196,-123.117464,ZN 99, ,0,
9056,54448,WB W GEORGIA ST FS BROUGHTON ST,W GEORGIA ST @ BROUGHTON ST,49.289356,-123.128526,ZN 99, ,0,
10670,58267,NB HOMER ST NS DUNSMUIR ST,HOMER ST @ DUNSMUIR ST,49.281337,-123.113897,ZN 99, ,0,
1487,51475,WB W GEORGIA ST FS DENMAN ST,W GEORGIA ST @ DENMAN ST,49.292951,-123.134018,ZN 99, ,0,
4491,54441,WB MARINE DR AT PARK ROYAL NORTH-,MARINE DR @ PARK ROYAL NORTH,49.327102,-123.138897,ZN 99, ,0,
4661,54609,WB MARINE DR FS MAIN ST,MARINE DR @ MAIN ST,49.326890,-123.143620,ZN 99, ,0,
4662,54610,WB MARINE DR FS 11 ST,MARINE DR @ 11 ST,49.326988,-123.147479,ZN 99, ,0,
4663,54611,WB MARINE DR FS 13 ST,MARINE DR @ 13 ST,49.327721,-123.151989,ZN 99, ,0,
4664,54612,WB MARINE DR FS 15 ST,MARINE DR @ 15 ST,49.328461,-123.157136,ZN 99, ,0,
4665,54613,WB MARINE DR NS 17 ST,MARINE DR @ 17 ST,49.328720,-123.159870,ZN 99, ,0,
4666,54614,WB MARINE DR FS 18 ST,MARINE DR @ 18 ST,49.328680,-123.162646,ZN 99, ,0,
4645,54593,EB MARINE DR FS 24 ST,MARINE DR @ 24 ST,49.333977,-123.178898,ZN 99, ,0,
4646,54594,EB MARINE DR NS 23 ST,MARINE DR @ 23 ST,49.333047,-123.175082,ZN 99, ,0,
4647,54595,EB MARINE DR FS 22 ST,MARINE DR @ 22 ST,49.330567,-123.170678,ZN 99, ,0,
4648,54596,EB MARINE DR FS 21 ST,MARINE DR @ 21 ST,49.329656,-123.167740,ZN 99, ,0,
4649,54597,EB MARINE DR NS 20 ST,MARINE DR @ 20 ST,49.329332,-123.166666,ZN 99, ,0,
4650,54598,EB MARINE DR FS 19 ST,MARINE DR @ 19 ST,49.328566,-123.163934,ZN 99, ,0,
4651,54599,EB MARINE DR FS 18 ST,MARINE DR @ 18 ST,49.328527,-123.161817,ZN 99, ,0,
4652,54600,EB MARINE DR FS 17 ST,MARINE DR @ 17 ST,49.328534,-123.159782,ZN 99, ,0,
4653,54601,EB MARINE DR FS 15 ST,MARINE DR @ 15 ST,49.328163,-123.156374,ZN 99, ,0,
4654,54602,EB MARINE DR FS 14 ST,MARINE DR @ 14 ST,49.327769,-123.153970,ZN 99, ,0,
4655,54603,EB MARINE DR FS 11 ST,MARINE DR @ 11 ST,49.326635,-123.146731,ZN 99, ,0,
4656,54604,EB MARINE DR FS MAIN ST,MARINE DR @ MAIN ST,49.326656,-123.142905,ZN 99, ,0,
4461,54411,EB MARINE DR AT PARK ROYAL SOUTH--,MARINE DR @ PARK ROYAL SOUTH,49.326849,-123.138250,ZN 99, ,0,
981,50972,EB W GEORGIA ST FS DENMAN ST,W GEORGIA ST @ DENMAN ST,49.292261,-123.133361,ZN 99, ,0,
983,50974,EB W GEORGIA ST FS BUTE ST,W GEORGIA ST @ BUTE ST,49.286717,-123.124885,ZN 99, ,0,
984,50975,EB W GEORGIA ST FS BURRARD ST-,W GEORGIA ST @ BURRARD ST,49.284132,-123.120872,ZN 99, ,0,
4658,54606,NB HOMER ST FS W GEORGIA ST,HOMER ST @ W GEORGIA ST,49.280858,-123.114696,ZN 99, ,0,
8634,58254,EB W GEORGIA ST FS BIDWELL ST,W GEORGIA ST @ BIDWELL ST,49.291212,-123.131834,ZN 99, ,0,
9487,58722,EB W GEORGIA ST NS GILFORD ST,W GEORGIA ST @ GILFORD ST,49.293655,-123.135601,ZN 99, ,0,
11673,61566,EB MARINE DR OFFRAMP NS LIONS GATE BRIDGE,MARINE DR OFFRAMP @ LIONS GATE BRIDGE,49.325824,-123.129537,ZN 99, ,0,
985,50976,EB W GEORGIA ST NS GRANVILLE ST,W GEORGIA ST @ GRANVILLE ST,49.282769,-123.118737,ZN 99, ,0,
982,50973,EB W GEORGIA ST FS BROUGHTON ST,W GEORGIA ST @ BROUGHTON ST,49.288694,-123.127919,ZN 99, ,0,
8027, ,MISSION CITY STN WESTBOUND,WEST COAST EXPRESS @ MISSION CITY STATION,49.133716,-122.303087,WCE4Z, ,0,
8028, ,PORT HANEY STN WESTBOUND,WEST COAST EXPRESS @ PORT HANEY STATION,49.212223,-122.605216,WCE3Z, ,0,
8029, ,MAPLE MEADOWS STN WESTBOUND,WEST COAST EXPRESS @ MAPLE MEADOWS STATION,49.216544,-122.666265,WCE3Z, ,0,
8030, ,PITT MEADOWS STN WESTBOUND,WEST COAST EXPRESS @ PITT MEADOWS STATION,49.225810,-122.688341,WCE3Z, ,0,
8031, ,PORT COQUITLAM STN WESTBOUND,WEST COAST EXPRESS @ PORT COQUITLAM STATION,49.261510,-122.773934,WCE2Z, ,0,
8032, ,COQUITLAM CENTRAL STN WESTBOUND,WEST COAST EXPRESS @ COQUITLAM CENTRAL STATION,49.273951,-122.799999,WCE2Z, ,0,
8033, ,MOODY CENTRE STN WESTBOUND,WEST COAST EXPRESS @ PORT MOODY STATION,49.278063,-122.846310,WCE2Z, ,0,
8034, ,WATERFRONT STN WEST UNLOAD ONLY,WEST COAST EXPRESS @ WATERFRONT STN,49.286116,-123.111512,WCE1Z, ,0,
12322, ,COQUITLAM CENTRAL STATION WESTBOUND,COQUITLAM CENTRAL STATION @ WESTCOAST EXPRESS,49.273800,-122.800400,WCE2Z, ,0,
12320, ,MOODY CENTRE STATION WESTBOUND,PORT MOODY STATION @ WEST COAST EXPRESS,49.278067,-122.846600,WCE2Z, ,0,
8019, ,WATERFRONT STATION WEST COAST EXPRESS,WEST COAST EXPRESS @ WATERFRONT STATION,49.286053,-123.111580,WCE1Z, ,0,12034
8020, ,MOODY CENTRE STN EASTBOUND,WEST COAST EXPRESS @ PORT MOODY STATION,49.278067,-122.846248,WCE2Z, ,0,
8021, ,COQUITLAM CENTRAL STN EASTBOUND,WEST COAST EXPRESS @ COQUITLAM CENTRAL STATION,49.273909,-122.800056,WCE2Z, ,0,
8022, ,PORT COQUITLAM STN EASTBOUND,WEST COAST EXPRESS @ PORT COQUITLAM STATION,49.261480,-122.774019,WCE2Z, ,0,
8023, ,PITT MEADOWS STN EASTBOUND,WEST COAST EXPRESS @ PITT MEADOWS STATION,49.225771,-122.688380,WCE3Z, ,0,
8024, ,MAPLE MEADOWS STN EASTBOUND,WEST COAST EXPRESS @ MAPLE MEADOWS STATION,49.216465,-122.666097,WCE3Z, ,0,
8025, ,PORT HANEY STN EASTBOUND,WEST COAST EXPRESS @ PORT HANEY STATION,49.212167,-122.605242,WCE3Z, ,0,
8026, ,MISSION CITY STN EASTBOUND,WEST COAST EXPRESS @ MISSION CITY STATION,49.133552,-122.303088,WCE4Z, ,0,
12138, ,WATERFRONT STN WEST COAST EXPRESS,W WATERFRONT RD @ SKYTRAIN,49.286500,-123.111000,WCE1A, ,0,
12319, ,MOODY CENTRE STATION EASTBOUND,PORT MOODY STATION @ WEST COAST EXPRESS,49.278067,-122.846000,WCE2Z, ,0,
12321, ,COQUITLAM CENTRAL STATION EASTBOUND,COQUITLAM CENTRAL STATION @ WEST COAST EXPRESS,49.273800,-122.800000,WCE2Z, ,0,
6730,56667,SB HWY 17 FS 52 ST,HWY 17 @ 52 ST,49.037228,-123.080543,ZN 99, ,0,
6732,56669,TSAWWASSEN FERRY TERMINAL,BUS ACCESS RD @ TSAWWASSEN FERRY TERMINAL,49.007332,-123.130119,ZN 99, ,0,
8283,58048,SB HWY 99 ONRAMP FS STEVESTON HWY,HIGHWAY 99 OFFRAMP @ STEVESTON HWY,49.132835,-123.087135,ZN 99, ,0,
7468,57395,LADNER EXCHANGE BAY 2,LADNER EXCHANGE @ BAY 2,49.087659,-123.062078,ZN 99, ,0,
11248,61324,BRIDGEPORT STN BAY 4,BRIDGEPORT STATION @ BAY 4,49.195119,-123.126832,ZN 99, ,0,
6731,56668,SB HWY 17 FS TSAWWASSEN DR,HWY 17 @ TSAWWASSEN DR,49.028730,-123.098216,ZN 99, ,0,
